Elevation,Transect,Quadrat,Species,Cover,Collection,Long_Form,Photos
700,A,5b,YellowConvexBuellia,T,T700_A13.1,,
700,A,6b,Arctothelium,T,T800_A1.8,,
700,A,6b,Buellia1,T,T800_A1.6,,
700,A,6b,Candelariella1,T,T800_A2.1,,
700,A,6b,Chrysothrix1,1,T800_A1.1,,
700,A,6b,Chrysothrix2,T,T800_A14.1,,
700,A,6b,GrayRhizocarpon,T,T650_A1.2,,
700,A,6b,GreenBrain,T,T800_A1.11,,
700,A,6b,GreenLepraria,2,,,
700,A,6b,Heterodermia1,T,T800_A1.2,,
700,A,6b,Ramalina,T,T800_A7.1,,
700,A,6b,Roccellina2,T,,,
700,A,6b,Roccellinaterricola,T,,,
700,A,6b,Sclerophyton1,T,T800_A1.10,,
700,A,6b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,6b,YellowConvexBuellia,T,T700_A13.1,,
700,A,7b,Amigdalaria,T,T800_A6.3,,
700,A,7b,Arctothelium,T,T800_A1.8,,
700,A,7b,Caloplacasubhervidela,T,T650_A1.4,,
700,A,7b,Candelariella1,T,T800_A2.1,,
700,A,7b,Chrysothrix2,1,T800_A14.1,,
700,A,7b,GreenLepraria,T,,,
700,A,7b,Heterodermia1,T,T800_A1.2,,
700,A,7b,Minksia,T,T600_A4.1,,
700,A,7b,Niebla2,1,T800_A1.4,,
700,A,7b,Ramalina,T,T800_A7.1,,
700,A,7b,Roccellinaterricola,T,,,
700,A,7b,Sclerophyton1,1,T800_A1.10,,
700,A,7b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,7b,WhiteBuellia2,T,T700b_A7.1,,
700,A,7b,Xanthoria,T,T800_A8.2,,
700,A,8b,Arctothelium,T,T800_A1.8,,
700,A,8b,Candelariella1,T,T800_A2.1,,
700,A,8b,Chrysothrix1,T,T800_A1.1,,
700,A,8b,Chrysothrix2,T,T800_A14.1,,
700,A,8b,Heterodermia1,T,T800_A1.2,,
700,A,8b,Niebla2,T,T800_A1.4,,
700,A,8b,Sclerophyton1,T,T800_A1.10,,
700,A,8b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,9b,Arctothelium,T,T800_A1.8,,
700,A,9b,Buellia1,T,T800_A1.6,,
700,A,9b,Candelariella1,T,T800_A2.1,,
700,A,9b,Chrysothrix2,T,T800_A14.1,,
700,A,9b,Heterodermia1,T,T800_A1.2,,
700,A,9b,Niebla1,1,T650_A14.1,,
700,A,9b,TerricolousWhiteCrust,T,T800_A6.2,,
700,A,9b,YellowRhizocarpon,T,T650_A1.1,,
750,A,1,Arctothelium,T,T800_A1.8,,
750,A,1,BrownAspicilia,T,T700_A8.1,,
750,A,1,Caloplacasubhervidela,T,T650_A1.4,,
750,A,1,Candelariella1,T,T800_A2.1,,
750,A,1,Chrysothrix1,T,T800_A1.1,,
750,A,1,Chrysothrix2,T,T800_A14.1,,
750,A,1,GrayRhizocarpon,T,T650_A1.2,,
750,A,1,GreenBrain,T,T800_A1.11,,
750,A,1,GreenLepraria,2,,,
750,A,1,Heterodermia1,T,T800_A1.2,,
750,A,1,Minksia,T,T600_A4.1,,
750,A,1,Niebla1,T,T650_A14.1,,
750,A,1,Ramalina,T,T800_A7.1,,
750,A,1,Rhizoplaca,T,T800_A1.7,,
750,A,1,Roccellina2,T,,,
750,A,1,Roccellinaterricola,T,,,
750,A,1,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,2,Amigdalaria,T,T800_A6.3,,
750,A,2,Arctothelium,T,T800_A1.8,,
750,A,2,Candelariella1,1,T800_A2.1,,
750,A,2,Chrysothrix2,1,T800_A14.1,,
750,A,2,GrayRhizocarpon,T,T650_A1.2,,
750,A,2,GreenBrain,T,T800_A1.11,,
750,A,2,GreenLepraria,1,,,
750,A,2,Heterodermia1,1,T800_A1.2,,
750,A,2,Niebla1,T,T650_A14.1,,
750,A,2,Niebla2,T,T800_A1.4,,
750,A,2,Niebla3,T,T800_A3.5,,
750,A,2,Ramalina,T,T800_A7.1,,
750,A,2,Rhizoplaca,T,T800_A1.7,,
750,A,2,Sclerophyton1,3,T800_A1.10,,
750,A,2,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,2,YellowRhizocarpon,T,T650_A1.1,,
750,A,3,Amigdalaria,T,T800_A6.3,,
750,A,3,Arctothelium,T,T800_A1.8,,
750,A,3,BrownAspicilia,T,T700_A8.1,,
750,A,3,Candelariella1,1,T800_A2.1,,
750,A,3,Chrysothrix2,1,T800_A14.1,,
750,A,3,GrayRhizocarpon,T,T650_A1.2,,
750,A,3,GreenBrain,T,T800_A1.11,,
750,A,3,GreenLepraria,T,,,
750,A,3,Heterodermia1,T,T800_A1.2,,
750,A,3,Minksia,T,T600_A4.1,,
750,A,3,Niebla2,T,T800_A1.4,,
750,A,3,Ramalina,T,T800_A7.1,,
750,A,3,Rhizoplaca,T,T800_A1.7,,
750,A,3,Sclerophyton1,2,T800_A1.10,,
750,A,3,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,3,WhiteBuellia2,T,T700b_A7.1,,
750,A,3,YellowRhizocarpon,T,T650_A1.1,,
750,A,4,Amigdalaria,T,T800_A6.3,,
750,A,4,Arctothelium,1,T800_A1.8,,
750,A,4,BrownAspicilia,T,T700_A8.1,,
750,A,4,Candelariella1,T,T800_A2.1,,
750,A,4,Chrysothrix2,2,T800_A14.1,,
750,A,4,GrayRhizocarpon,T,T650_A1.2,,
750,A,4,GreenBrain,T,T800_A1.11,,
750,A,4,GreenLepraria,2,,,
750,A,4,Heterodermia1,T,T800_A1.2,,
750,A,4,Niebla1,T,T650_A14.1,,
750,A,4,Niebla2,T,T800_A1.4,,
750,A,4,Ramalina,T,T800_A7.1,,
750,A,4,Rhizoplaca,T,T800_A1.7,,
750,A,4,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,4,WhiteBuellia2,T,T700b_A7.1,,
750,A,4,YellowRhizocarpon,T,T650_A1.1,,
750,A,5,Amigdalaria,T,T800_A6.3,,
750,A,5,Arctothelium,T,T800_A1.8,,
750,A,5,BrownAspicilia,T,T700_A8.1,,
750,A,5,Candelariella1,T,T800_A2.1,,
750,A,5,Chrysothrix2,1,T800_A14.1,,
750,A,5,GreenBrain,T,T800_A1.11,,
750,A,5,GreenLepraria,3,,,
750,A,5,Heterodermia1,T,T800_A1.2,,
750,A,5,Minksia,T,T600_A4.1,,
750,A,5,Minksia,T,T600_A4.1,,
750,A,5,Niebla1,T,T650_A14.1,,
750,A,5,Ramalina,T,T800_A7.1,,
750,A,5,Ramalina,T,T800_A7.1,,
750,A,5,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,5,YellowRhizocarpon,T,T650_A1.1,,
750,A,6,Arctothelium,T,T800_A1.8,,
750,A,6,BrownAspicilia,T,T700_A8.1,,
750,A,6,Candelariella2,T,,,
750,A,6,Chrysothrix2,T,T800_A14.1,,
750,A,6,GrayRhizocarpon,T,T650_A1.2,,
750,A,6,GreenBrain,T,T800_A1.11,,
750,A,6,GreenLepraria,T,,,
750,A,6,Heterodermia1,T,T800_A1.2,,
750,A,6,Heterodermia2,T,T800_A10.1,,
750,A,6,Ramalina,T,T800_A7.1,,
750,A,6,Rhizoplaca,T,T800_A1.7,,
750,A,6,Sclerophyton1,T,T800_A1.10,,
750,A,6,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,7,Arctothelium,T,T800_A1.8,,
750,A,7,BrownAspicilia,T,T700_A8.1,,
750,A,7,Candelariella1,T,T800_A2.1,,
750,A,7,Chrysothrix2,1,T800_A14.1,,
750,A,7,GreenLepraria,3,,,
750,A,7,Heterodermia1,T,T800_A1.2,,
750,A,7,Minksia,T,T600_A4.1,,
750,A,7,Niebla1,T,T650_A14.1,,
750,A,7,Niebla2,T,T800_A1.4,,
750,A,7,Ramalina,T,T800_A7.1,,
750,A,7,Rhizoplaca,T,T800_A1.7,,
750,A,7,Sclerophyton1,1,T800_A1.10,,
750,A,7,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,7,YellowConvexBuellia,T,T700_A13.1,,
750,A,7,YellowRhizocarpon,T,T650_A1.1,,
750,A,8,Amigdalaria,T,T800_A6.3,,
750,A,8,Arctothelium,T,T800_A1.8,,
750,A,8,BrownAspicilia,T,T700_A8.1,,
750,A,8,Candelariella1,T,T800_A2.1,,
750,A,8,Chrysothrix2,T,T800_A14.1,,
750,A,8,GreenLepraria,T,,,
750,A,8,Heterodermia1,T,T800_A1.2,,
750,A,8,Minksia,T,T600_A4.1,,
750,A,8,Ramalina,T,T800_A7.1,,
750,A,8,Roccellinaterricola,T,,,
750,A,8,Sclerophyton1,T,T800_A1.10,,
750,A,8,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,9,Arctothelium,T,T800_A1.8,,
750,A,9,Candelariella1,T,T800_A2.1,,
750,A,9,Chrysothrix2,T,T800_A14.1,,
750,A,9,GreenLepraria,T,,,
750,A,9,Niebla1,T,T650_A14.1,,
750,A,10,Arctothelium,T,T800_A1.8,,
750,A,10,BrownAspicilia,T,T700_A8.1,,
750,A,10,Candelariella1,T,T800_A2.1,,
750,A,10,Chrysothrix2,T,T800_A14.1,,
750,A,10,Heterodermia1,T,T800_A1.2,,
750,A,10,Sclerophyton1,T,T800_A1.10,,
750,A,11,Amigdalaria,T,T800_A6.3,,
750,A,11,Arctothelium,T,T800_A1.8,,
750,A,11,Candelariella1,T,T800_A2.1,,
750,A,11,Chrysothrix2,T,T800_A14.1,,
750,A,11,GreenBrain,T,T800_A1.11,,
750,A,11,Heterodermia1,T,T800_A1.2,,
750,A,11,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,11,Xanthoria,T,T800_A8.2,,
750,A,12,Arctothelium,T,T800_A1.8,,
750,A,12,BrownAspicilia,T,T700_A8.1,,
750,A,12,Candelariella1,T,T800_A2.1,,
750,A,12,GreenBrain,T,T800_A1.11,,
750,A,12,GreenLepraria,T,,,
750,A,12,Heterodermia1,T,T800_A1.2,,
750,A,12,Ramalina,T,T800_A7.1,,
750,A,12,Rhizoplaca,T,T800_A1.7,,
750,A,12,Roccellinaterricola,T,,,
750,A,12,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,12,Xanthoria,T,T800_A8.2,,
750,A,13,Arctothelium,T,T800_A1.8,,
750,A,13,Candelariella1,T,T800_A2.1,,
750,A,13,Candelariella2,T,,,
750,A,13,Chrysothrix2,T,T800_A14.1,,
750,A,13,GreenLepraria,T,,,
750,A,13,Heterodermia1,T,T800_A1.2,,
750,A,13,Ramalina,T,T800_A7.1,,
750,A,13,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,13,Xanthoria,T,T800_A8.2,,
750,A,14,Arctothelium,T,T800_A1.8,,
750,A,14,Candelariella2,T,,,
750,A,14,GreenBrain,T,T800_A1.11,,
750,A,14,GreenLepraria,T,,,
750,A,14,Rhizoplaca,T,T800_A1.7,,
750,A,14,Roccellinaterricola,T,,,
750,A,14,Xanthoria,T,T800_A8.2,,
750,A,15,Arctothelium,T,T800_A1.8,,
750,A,15,BrownAspicilia,T,T700_A8.1,,
750,A,15,Candelariella1,T,T800_A2.1,,
750,A,15,Chrysothrix2,T,T800_A14.1,,
750,A,15,GrayRhizocarpon,T,T650_A1.2,,
750,A,15,GreenBrain,T,T800_A1.11,,
750,A,15,GreenLepraria,T,,,
750,A,15,Heterodermia1,T,T800_A1.2,,
750,A,15,Minksia,T,T600_A4.1,,
750,A,15,Niebla1,T,T650_A14.1,,
750,A,15,Ramalina,T,T800_A7.1,,
750,A,15,Rhizoplaca,T,T800_A1.7,,
750,A,15,Roccellinaterricola,T,,,
750,A,15,Sclerophyton1,T,T800_A1.10,,
750,A,15,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,15,Xanthoria,T,T800_A8.2,,
750,A,16,Arctothelium,T,T800_A1.8,,
750,A,16,Caloplacasubhervidela,T,T650_A1.4,,
750,A,16,Candelariella1,T,T800_A2.1,,
750,A,16,Chrysothrix2,T,T800_A14.1,,
750,A,16,Cyanobacteria,T,T750_16.1,,
750,A,16,GrayRhizocarpon,T,T650_A1.2,,
750,A,16,Heterodermia1,T,T800_A1.2,,
750,A,16,Minksia,T,T600_A4.1,,
750,A,16,Pentagenella,T,T750_16.2,,
750,A,16,Ramalina,T,T800_A7.1,,
750,A,16,Sclerophyton1,T,T800_A1.10,,
750,A,16,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,16,Xanthoria,T,T800_A8.2,,
750,A,17,Arctothelium,T,T800_A1.8,,
750,A,17,Candelariella2,T,,,
750,A,17,Cyanobacteria,T,T750_16.1,,
750,A,17,GreenBrain,T,T800_A1.11,,
750,A,17,Sclerophyton1,T,T800_A1.10,,
750,A,17,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,17,Xanthoria,T,T800_A8.2,,
750,A,18,Amigdalaria,T,T800_A6.3,,
750,A,18,Arctothelium,1,T800_A1.8,,
750,A,18,Candelariella2,T,,,
750,A,18,GraySorAspicilia,T,T750_A18.1,,
750,A,18,GreenBrain,T,T800_A1.11,,
750,A,18,GreenLepraria,T,,,
750,A,18,Heterodermia1,T,T800_A1.2,,
750,A,18,Ramalina,T,T800_A7.1,,
750,A,18,Roccellinaterricola,T,,,
750,A,18,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,18,Xanthoria,T,T800_A8.2,,
750,A,18,YellowRhizocarpon,1,T650_A1.1,,
750,A,19,Arctothelium,T,T800_A1.8,,
750,A,19,Caloplacasubhervidela,1,T650_A1.4,,
750,A,19,Candelariella2,T,,,
750,A,19,Chrysothrix2,T,T800_A14.1,,
750,A,19,GreenBrain,T,T800_A1.11,,
750,A,19,Rhizoplaca,T,T800_A1.7,,
750,A,19,RoccellaFruticose,T,T750_A19.1,,
750,A,19,Roccellinaterricola,T,,,
750,A,19,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,19,Xanthoria,T,T800_A8.2,,
750,A,20,Arctothelium,T,T800_A1.8,,
750,A,20,BrownIsidiate,1,,,
750,A,20,Caloplacasubhervidela,2,T650_A1.4,,
750,A,20,Candelariella2,T,,,
750,A,20,Chrysothrix2,T,T800_A14.1,,
750,A,20,GrayRhizocarpon,T,T650_A1.2,,
750,A,20,Heterodermia1,T,T800_A1.2,,
750,A,20,Ramalina,T,T800_A7.1,,
750,A,20,Sclerophyton1,2,T800_A1.10,,
750,A,20,TerricolousWhiteCrust,T,T800_A6.2,,
750,A,20,Xanthoria,T,T800_A8.2,,
750,A,20,YellowRhizocarpon,T,T650_A1.1,,
800,A,1,Arctothelium,T,T800_A1.8,,
800,A,1,BrownSor,2,T800_A1.5,,
800,A,1,Buellia1,T,T800_A1.6,,
800,A,1,Buellia2,T,T800_A1.13,,
800,A,1,Caloplaca1,T,T800_A1.12,,
800,A,1,Chrysothrix1,1,T800_A1.1,,
800,A,1,GreenBrain,T,T800_A1.11,,
800,A,1,Heterodermia1,1,T800_A1.2,,
800,A,1,Lepraria1,2,T800_A1.9,,
800,A,1,Niebla1,T,T800_A1.3,,
800,A,1,Niebla2,T,T800_A1.4,,
800,A,1,Rhizoplaca,T,T800_A1.7,,
800,A,1,Sclerophyton1,T,T800_A1.10,,
800,A,2,Arctothelium,T,T800_A1.8,,
800,A,2,Buellia2,T,T800_A1.13,,
800,A,2,Buellia3,T,T800_A2.2,,
800,A,2,Candelariella1,T,T800_A2.1,,
800,A,2,Chrysothrix1,T,T800_A1.1,,
800,A,2,Heterodermia1,T,T800_A1.2,,
800,A,2,GrayLepraria,1,,,
800,A,2,Niebla2,T,T800_A1.4,,
800,A,2,Rhizoplaca,T,T800_A1.7,,
800,A,2,Sclerophyton1,T,T800_A1.10,,
800,A,3,Buellia2,T,T800_A1.13,,
800,A,3,Candelariella1,T,T800_A2.1,,
800,A,3,Chrysothrix1,T,T800_A1.1,,
800,A,3,GrayCrust1,T,T800_A3.4,,
800,A,3,Heterodermia1,T,T800_A1.2,,
800,A,3,Lepraria1,1,T800_A1.9,,
800,A,3,Niebla1,T,T800_A1.3,,
800,A,3,Niebla3,T,T800_A3.5,,
800,A,3,Rhizoplaca,T,T800_A1.7,,
800,A,3,Sclerophyton1,1,T800_A1.10,,
800,A,3,Sclerophyton2,T,T800_A3.2,,
800,A,3,TerricolousWhiteCrust,T,T800_A3.1,,
800,A,3,YellowCrust1,T,T800_a3.3,,
800,A,4,Arctothelium,T,T800_A1.8,,
800,A,4,Buellia1,1,T800_A1.6,,
800,A,4,Candelariella1,2,T800_A2.1,,
800,A,4,Chrysothrix1,T,T800_A1.1,,
800,A,4,Heterodermia1,T,T800_A1.2,,
800,A,4,Lepraria1,1,T800_A1.9,,
800,A,4,Niebla2,T,T800_A1.4,,
800,A,4,Rhizoplaca,T,T800_A1.7,,
800,A,4,TerricolousWhiteCrust,T,T800_A3.1,,
800,A,5,Arctothelium,T,T800_A1.8,,
800,A,5,Caloplaca2,T,T450_A2.1,,
800,A,5,Candelariella1,T,T800_A2.1,,
800,A,5,Chrysothrix1,T,T800_A1.1,,
800,A,5,Heterodermia1,T,T800_A1.2,,
800,A,5,Lepraria1,1,T800_A1.9,,
800,A,5,TerricolousWhiteCrust,T,T800_A6.2,,
800,A,6,Amigdalaria,1,T800_A6.3,,
800,A,6,Arctothelium,T,T800_A1.8,,
800,A,6,BrownSor,5,T800_A6.1,,
800,A,6,Buellia2,T,T800_A1.13,,
800,A,6,Candelariella1,T,T800_A2.1,,
800,A,6,Chrysothrix1,1,T800_A1.1,,
800,A,6,GreenBrain,T,T800_A1.11,,
800,A,6,Heterodermia1,T,T800_A1.2,,
800,A,6,Minksia,T,T800_A6.4,,
800,A,6,Niebla2,T,T800_A1.4,,
800,A,6,Rhizoplaca,T,T800_A1.7,,
800,A,7,Arctothelium,T,T800_A1.8,,
800,A,7,Buellia2,T,T800_A1.13,,
800,A,7,Candelariella1,1,T800_A2.1,,
800,A,7,Chrysothrix1,T,T800_A1.1,,
800,A,7,Heterodermia1,T,T800_A1.2,,
800,A,7,Lepraria1,2,T800_A1.9,,
800,A,7,Niebla1,T,T800_A1.3,,
800,A,7,Ramalina,T,T800_A7.1,,
800,A,7,Rhizoplaca,T,T800_A1.7,,
800,A,7,TerricolousWhiteCrust,T,T800_A6.2,,
800,A,8,Arctothelium,T,T800_A1.8,,
800,A,8,BrownCrust1,T,T800_A8.1,,
800,A,8,Candelariella1,2,T800_A2.1,,
800,A,8,Heterodermia1,T,T800_A1.2,,
800,A,8,Lepraria1,T,T800_A1.9,,
800,A,8,Rhizoplaca,T,T800_A1.7,,
800,A,8,TerricolousWhiteCrust,T,T800_A6.2,,
800,A,8,Xanthoria,T,T800_A8.2,,
800,A,9,Arctothelium,T,T800_A1.8,,
800,A,9,Buellia2,T,T800_A1.13,,
800,A,9,Candelariella1,1,T800_A2.1,,
800,A,9,Chrysothrix1,T,T800_A1.1,,
800,A,9,Heterodermia1,T,T800_A1.2,,
800,A,9,Lepraria1,1,T800_A1.9,,
800,A,9,Ramalina,T,T800_A7.1,,
800,A,9,Rhizoplaca,T,T800_A1.7,,
800,A,9,TerricolousWhiteCrust,1,T800_A6.2,,
800,A,9,Xanthoria,T,T800_A8.2,,
800,A,10,Arctothelium,T,T800_A1.8,,
800,A,10,BrownCrust1,T,T800_A8.1,,
800,A,10,Candelariella1,T,T800_A2.1,,
800,A,10,Chrysothrix1,T,T800_A1.1,,
800,A,10,GreenBrain,T,T800_A1.11,,
800,A,10,Heterodermia1,T,T800_A1.2,,
800,A,10,Heterodermia2,T,T800_A10.1,,
800,A,10,Minksia,T,T800_A6.4,,
800,A,10,Niebla1,T,T800_A1.3,,
800,A,10,Niebla2,T,T800_A1.4,,
800,A,10,Ramalina,T,T800_A7.1,,
800,A,10,Rhizoplaca,T,T800_A1.7,,
800,A,10,TerricolousWhiteCrust,T,T800_A6.2,,
800,A,10,UsneaRubicunda,T,T800_A10.2,,
800,A,10,Xanthoria,T,T800_A8.2,,
